STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,indic_he,Health indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2015,,79.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2016,,80.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2017,,80.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2018,,80.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2019,,81.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2020,,80.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2021,,78.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2022,,80.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LT,Lithuania,2023,,81.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2012,,83.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2013,,83.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2014,,85.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2015,,84.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2016,,85.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2017,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2018,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2019,,85.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2020,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2021,,84.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LU,Luxembourg,2022,,85.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2012,,78.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2013,,78.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2014,,79.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2015,,79.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2016,,79.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2017,,79.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2018,,79.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2019,,80.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2020,,80.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2021,,78,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2022,,79.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,LV,Latvia,2023,,80.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2012,,83.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2013,,84.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2014,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2015,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2016,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2017,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2018,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2019,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2020,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2021,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2022,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,MT,Malta,2023,,85.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2012,,83.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2013,,83.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2014,,83.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2015,,83.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2016,,83.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2017,,83.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2018,,83.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2019,,83.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2020,,83.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2021,,83,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2022,,83.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NL,Netherlands,2023,,83.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2012,,83.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2013,,83.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2014,,84.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2015,,84.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2016,,84.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2017,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2018,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2019,,84.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2020,,84.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2021,,84.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2022,,84.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,NO,Norway,2023,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2012,,81.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2013,,81.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2014,,81.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2015,,81.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2016,,82.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2017,,81.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2018,,81.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2019,,81.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2020,,80.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2021,,79.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2022,,81.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PL,Poland,2023,,82.1,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2012,,83.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2013,,84.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2014,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2015,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2016,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2017,,84.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2018,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2019,,84.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2020,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2021,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2022,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,PT,Portugal,2023,,85.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2012,,78.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2013,,78.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2014,,78.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2015,,78.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2016,,79.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2017,,79.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2018,,79.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2019,,79.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2020,,78.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2021,,76.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2022,,79.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,RO,Romania,2023,,80.4,,e,estimated,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2013,,83.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2014,,84.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2015,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2016,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2017,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2018,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2019,,84.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2020,,84.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2021,,84.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2022,,84.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SE,Sweden,2023,,85.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2012,,83.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2013,,83.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2014,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2015,,83.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2016,,84.3,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2017,,84.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2018,,84.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2019,,84.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2020,,83.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2021,,83.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2022,,84.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SI,Slovenia,2023,,84.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2012,,79.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2013,,80.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2014,,80.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2015,,80.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2016,,80.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2017,,80.7,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2018,,80.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2019,,81.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2020,,80.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2021,,78.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2022,,80.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,SK,Slovakia,2023,,81.5,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,UK,United Kingdom,2012,,82.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,UK,United Kingdom,2013,,82.9,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,UK,United Kingdom,2014,,83.2,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,UK,United Kingdom,2015,,82.8,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,UK,United Kingdom,2016,,83.0,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,UK,United Kingdom,2017,,83.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,F,Females,LE_0,Life expectancy in absolute value at birth,UK,United Kingdom,2018,,83.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,M,Males,LE_0,Life expectancy in absolute value at birth,AT,Austria,2012,,78.4,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,M,Males,LE_0,Life expectancy in absolute value at birth,AT,Austria,2013,,78.6,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,M,Males,LE_0,Life expectancy in absolute value at birth,AT,Austria,2014,,79.1,,,,,
dataflow,ESTAT:TPS00208(1.0),Life expectancy at birth by sex,A,Annual,YR,Year,M,Males,LE_0,Life expectancy in absolute value at birth,AT,Austria,2015,,78.8,,,,,
