STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,icha11_hc,Classification of health care functions - SHA 2011,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2014,,1470.58,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2015,,1501.73,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2016,,1591.15,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2017,,1672.57,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2018,,1794.65,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2019,,1946.66,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2020,,2270.04,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2021,,2593.72,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2022,,2711.29,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CY,Cyprus,2023,,2795.06,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2013,,1743.95,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2014,,1876.44,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2015,,1900.28,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2016,,1967.49,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2017,,2079.85,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2018,,2179.29,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2019,,2323.57,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2020,,2665.69,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2021,,2862.74,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2022,,2758.61,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2023,,2925.23,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),CZ,Czechia,2024,,3103.66,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2013,,3619.9,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2014,,3755.95,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2015,,3863.8,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2016,,3997.47,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2017,,4183.99,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2018,,4357.61,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2019,,4516.45,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2020,,4790.13,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2021,,5198.2,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2022,,5431.61,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2023,,5413.7,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DE,Germany,2024,,5795.79,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2013,,3321.02,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2014,,3364.55,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2015,,3462.76,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2016,,3470.23,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2017,,3601.38,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2018,,3701.62,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2019,,3765.11,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2020,,3998.24,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2021,,4434.97,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2022,,4181.42,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2023,,4173.35,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),DK,Denmark,2024,,4367.47,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2013,,1253.3,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2014,,1332.84,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2015,,1421.52,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2016,,1484.5,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2017,,1550.64,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2018,,1649.03,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2019,,1739.7,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2020,,1900.51,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2021,,2037.5,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2022,,1989.21,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2023,,2144.9,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EE,Estonia,2024,,2337.6,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2013,,1532.11,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2014,,1471.78,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2015,,1555.24,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2016,,1599.01,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2017,,1585.41,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2018,,1614.59,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2019,,1652.35,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2020,,1726.07,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2021,,1879.31,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2022,,1993.8,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),EL,Greece,2023,,2191.37,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2013,,2055.41,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2014,,2120.45,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2015,,2244.74,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2016,,2264.43,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2017,,2373.49,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2018,,2428.11,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2019,,2544.04,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2020,,2599.36,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2021,,2826.19,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2022,,2978.06,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),ES,Spain,2023,,3136.97,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2013,,2886.29,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2014,,2894.93,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2015,,2924.86,,b,break in time series,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2016,,2905.61,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2017,,2969.12,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2018,,3020.65,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2019,,3101.59,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2020,,3230.65,,,,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2021,,3460.96,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2022,,3619.22,,p,provisional,,
dataflow,ESTAT:TPS00207(1.0),Total health care expenditure,A,Annual,PPS_HAB,Purchasing power standard (PPS) per inhabitant,TOT_HC,Current health care expenditure (CHE),FI,Finland,2023,,3995.48,,p,provisional,,
